aachen	Аахен
papeete	Папеете
pappadhes	Попово село
paprat	Папрат
trier	Трир
vinograd	Виноград
paramaribo	Парамарибо
paramun	Парамун
parana	Парана
parapandovtsi	Парапандовци
vojvodino	Войводино
parchovtsi	Парчовци
parga	Парга
paril	Парил
paris	Париж
paritsa	Парица
parma	Парма
yovovtsi	Йововци
partizanin	Партизанин
pasadena	Пасадина
pasarel	Пасарел
pashinci	Пашинци
pashintsi	Пашинци
pashkul	Пашкул
pashovi	Пашови
yasen	Ясен
tupelo	Тюпело
paskalevec	Паскалевец
paskalevets	Паскалевец
topalite	Топалите
paspal	Паспал
pastir	Пастир
pastirtsi	Пастирци
pasto	Пасто
pastra	Пастра
pastukh	Пастух
pastusha	Пастуша
patalenica	Паталеница
patalenitsa	Паталеница
patica	Патица
patitsa	Патица
patrai	Патра
patreshko	Патршко
patresh	Патреш
patriarkh-evtimovo	Патриарх-Евтимово
paunovo	Пауново
paunovtsi	Пауновци
turnovca	Търновца
pavelsko	Павелско
pavlevtsi	Павлевци
pavlikeni	Павликени
pavlodar	Павлодар
pavlovoto	Павловото
pavolche	Паволче
payadzhi	Паяджи
paydushko	Пайдушко
pazarci	Пазарци
pazardzhik	Пазарджик
pazartsi	Пазарци
tursino	Търсино
yonchovo	Йончово
pchelari	Пчелари
uzundzhovo	Узунджово
pchelartsi	Пчеларци
pchelina	Пчелина
pchelin	Пчелин
pchelino	Пчелино
pchelinovo	Пчелиново
pchelishhe	Пчелище
pchelishte	Пчелище
pchelnik	Пчелник
pchelno	Пчелно
pechenica	Печеница
pechenitsa	Печеница
pechenyaga	Печеняга
pechinska	Печинска
pecs	Печ
peevsko	Пеевско
pejchinovo	Пейчиново
peje	Печ
pekhlivantsi	Пехливанци
pelatikovo	Пелатиково
vrbovka	Върбовка
pelishat	Пелишат
southampton	Саутхемптън
penk'ovtsi	Пенковци
penkovtsi	Пенковци
pen'ovo	Пеньово
pepelina	Пепелина
pepelishte	Пепелище
pepelka	Пепелка
perasma	Истраня
perilovets	Периловец
warsaw	Варшава
perlovtsi	Перловци
pernik	Перник
perperek	Перперек
perpignan	Перпинян
perth	Пърт
perunika	Перуника
perushtitsa	Перущица
pescia	Пеша
peshakovo	Пешаково
peshhersko	Пещерско
timarevo	Тимарево
peshterna	Пещерна
peshtersko	Пещерско
pesnopoj	Песнопой
pesnopoy	Песнопой
pesochnitsa	Песочница
pestnik	Пестник
pesucharka	Песъчарка
petelovo	Петелово
peteltsi	Петелци
peternica	Петърница
sondalo	Сондало
petkovtsi	Петковци
zub	Зъб
petlino	Петлино
petlite	Петлите
petokladenci	Петокладенци
petokladentsi	Петокладенци
petra	Петра
petrelik	Петрелик
yordanovo	Йорданово
petrich	Петрич
petrino	Петрино
petritch	Петрич
tjurkmen	Тюркмен
walsall	Уолсол
petrovdol	Петровдол
petrovitsa	Петровица
petrovo	Петрово
petrovtsi	Петровци
petrunovo	Петруново
petsovtsi	Пецовци
voyvodenets	Войводенец
peturnica	Петърница
petvar	Петвар
pevcite	Певците
pevets	Певец
pevtsite	Певците
peychinovo	Пейчиново
peykovtsi	Пейковци
veszprem	Веспрем
sredogriv	Средогрив
phatthaya	Патая
philadelphia	Филаделфия
phoenix	Финикс
pichor	Пичор
pijavec	Пиявец
pinsk	Пинск
piperevo	Пиперево
piperite	Пиперите
piperitsa	Пиперица
piperkovo	Пиперково
piraeus	Пирея
piramidata	Пирамидата
pirdop	Пирдоп
pirgovo	Пиргово
sturmen	Стърмен
pirin	Пирин
pirne	Пирне
vozhdovo	Виждово
pisa	Пиза
zvenimir	Звенимир
pisanets	Писанец
pisanitsa	Писаница
vinishhe	Винище
pisarevo	Писарево
svetlina	Светлина
pishhigovo	Пищигово
pishtane	Пищане
pishtigovo	Пищигово
pishtilska	Пищилска
pishurka	Пишурка
pismenovo	Писменово
pitesti	Питещ
tarkan	Таркан
pittsburgh	Питсбърг
pittsburg	Питсбърг
piyavets	Пиявец
pizzighettone	Пицигетоне
plachidol	Плачидол
plachka	Плачка
plachkovci	Плачковци
yerevan	Ереван
velentsi	Веленци
stuttgart	Щутгарт
plakuder	Плакудер
plana	Плана
planinata	Планината
planinec	Планинец
planinets	Планинец
planinica	Планиница
vetrishhe	Ветрище
planinovo	Планиново
planintsi	Планинци
vladikavkaz	Владикавказ
plazishhe	Плазище
plazishte	Плажище
plazovets	Плазовец
vinci	Винчи
plenimir	Пленимир
pleshintsi	Плешинци
teteven	Тетевен
pleshivets	Плешивец
pletena	Плетена
pleven	Плевен
vranilovci	Враниловци
pliska	Плиска
plodovitovo	Плодовитово
ploiesti	Плоещ
ploski	Плоски
yavorovets	Яворовец
plovdiv	Пловдив
plovdivtsi	Пловдивци
plovka	Пловка
vidno	Видно
pluzishte	Плъжище
plzen	Пилзен
pobeda	Мансърлии
pochivalo	Почивало
podajva	Подайва
podayva	Подайва
podem	Подем
podgorec	Подгорец
podgore	Подгоре
zlatiya	Златия
zlatusha	Златуша
podgorie	Подгорие
podgoritsa	Подгорица
podgumer	Подгумер
podkova	Подкова
podkrepa	Подкрепа
podles	Подлес
podrumche	Подрумче
sratsimirovo	Страцимирово
solnik	Солник
podvrukh	Подвръх
pogledets	Погледец
poibrene	Поибрене
poitiers	Поатие
pokrajna	Покрайна
pokrayna	Покрайна
pokrovan	Покрован
pokrovnik	Покровник
polaten	Полатен
polatovo	Полатово
polena	Полена
polenica	Поленица
polenitsa	Поленица
poletintsi	Полетинци
poletkovtsi	Полетковци
soyka	Сойка
zaimchevo	Заимчево
polikrayshte	Поликраище
poliovtsi	Полиовци
poljacite	Поляците
poljana	Поляна
zvezdica	Звездица
polkovnik-cholakovo	Полковник-Чолаково
polkovnik-dyakovo	Полковник-Дяково
polkovnik-lambrinovo	Полковник-Ламбриново
vodna	Водна
polkovnik-taslakovo	Полковник-Таслаково
poltava	Полтава
polyana	Поляна
turkmenabat	Туркменабат
polyanovo	Поляново
polyantsi	Полянци
taban	Табан
pomen	Помен
pomezhdin	Помеждин
zakopane	Закопане
pomoshhnik	Помощник
pomoshtitsa	Помощница
stamboliyski	Стамболийски
tochilartsi	Точиларци
popari	Попари
zmievo	Змиево
studenitsa	Студеница
popgrigorovo	Попгригорово
popgruevo	Попгруево
wuerzburg	Вюрцбург
popina	Попина
popinci	Попинци
popintsi	Попинци
popitsa	Попица
stanevo	Станево
syartsi	Сярци
popovci	Поповци
popovec	Поповец
tsarevtsi	Царевци
ulumska	Улумска
popovich	Попович
popovitsa	Поповица
popovjane	Поповяне
voronezh	Воронеж
popovska	Поповска
popovtsi	Поповци
popovyane	Поповяне
popraykovtsi	Попрайковци
poprelka	Попрелка
todorovo	Тодорово
popska	Попска
popsko	Попско
pordim	Пордим
trepeskovtsi	Трепесковци
poroishte	Арнаут
poroj	Порой
porojno	Поройно
porominovo	Пороминово
poroy	Порой
poroyna	Поройна
tunkoto	Тънкото
port-au-prince	Порт о Пренс
port-gentil	Порт Жантил
portitovci	Портитовци
portitovtsi	Портитовци
portland	Портланд
vulchovtsi	Вълчовци
todor-ikonomovo	Тодор-Икономово
poruchik-chunchevo	Поручик-Чунчево
poruchik-kurdzhievo	Поручик-Кърджиево
posabina	Посабина
posadas	Посадас
posev	Посев
poshevo	Пошево
positano	Позитано
possagno	Посаньо
postnik	Постник
potamoi	Борово
potocharka	Поточарка
potoche	Поточе
potochnica	Поточница
potochnitsa	Поточница
trunarka	Трънарка
potok	Поток
potop	Потор
stakevtsi	Стакевци
spasovska	Спасовска
povaliruzh	Повалиръж
povelyanovo	Повеляново
povet	Повет
povien	Повиен
pozharevo	Пожарево
pozhernik	Пожерник
split	Сплит
pozzuoli	Поцуоли
prague	Прага
praiano	Праяно
prakhalite	Прахалите
prakhavitsa	Прахавица
prakhovo	Прахово
yagnilo	Ягнило
pravda	Правда
pravdino	Правдино
pravdoljub	Правдолюб
pravdolyub	Правдолюб
zhitnica	Житница
pravets	Правец
pravishhe	Правище
pravishte	Правище
vlechugovo	Влечугово
pravoslaven	Православен
pravoslav	Православ
prekolnitsa	Преколница
tulcea	Тулча
prelez	Прелез
prelom	Прелом
preobrazhenci	Преображенци
preobrazhentsi	Преображенци
preseka	Пресека
preselec	Преселец
preselenci	Преселенци
preselentsi	Преселенци
staevtsi	Стаевци
preselka	Преселка
trifonovo	Трифоново
presiyan	Пресиян
varnenci	Варненци
preslavci	Преславци
preslaven	Преславен
preslavets	Преславец
preslavtsi	Преславци
tipchenitsa	Типченица
prespa	Преспа
prestoy	Престой
presyaka	Пресяка
teshovo	Тешово
pretoria	Претория
prevala	Превала
prezhda	Прежда
priboy	Прибой
pridvoritsa	Придворица
prilepci	Прилепци
prilep	Прилеп
prileptsi	Прилепци
turnoslivka	Търносливка
yastrebovo	Ястребово
pripechene	Припечене
tikhovets	Тиховец
prisadets	Присадец
prisad	Присад
svidnja	Свидня
priseltsi	Приселци
prisoeto	Присоето
prisovo	Присово
prisoyna	Присойна
pristan	Пристан
pristina	Прищина
pristoe	Пристое
probuda	Пробуда
prodancha	Проданча
srunsko	Срънско
prodanovtsi	Продановци
prodimchets	Продимчец
profesor-ishirkovo	Професор-Иширково
progled	Проглед
prokhlada	Прохлада
prokhod	Проход
vulchitrun	Вълчитрън
vetovo	Ветово
prolaznitsa	Пролазница
prolesha	Пролеша
prolez	Пролез
prolom	Пролом
propast	Пропаст
todoretsite	Тодореците
prosena	Просена
prosenik	Просеник
proslav	Прослав
prostorno	Просторно
protopopintsi	Протопопинци
provadiya	Провадия
provalenitsa	Проваленица
providence	Провидънс
trepetlika	Трепетлика
pryaporets	Пряпорец
pshenichevo	Пшеничево
ptichari	Птичари
spa	Спа
sredishtna	Средищна
ptolemais	Кайляри
pudarevo	Пъдарево
pudarino	Пъдарино
tserkovski	Церковски
pudartsi	Пъдарци
pudrija	Пудрия
pudriya	Пудрия
pultusk	Пултуск
yastrebino	Ястребино
punevo	Пънево
pungovtsi	Пунговци
purchovtsi	Пърчовци
tyanovo	Тяново
purmerend	Пюрмеренд
purovtsi	Пъровци
pursha	Пърша
purtevtsi	Пъртевци
purvan	Първан
purvenec	Първенец
zasele	Заселе
zelenikovo	Зелениково
purvitsa	Първица
straldzha	Стралджа
purvomaj	Първомай
purvomay	Първомай
purvomaytsi	Първомайци
purzhigrakh	Пържикрак
pusan	Пусан
pushevo	Пушево
toronto	Торонто
pustrogor	Пъстрогор
pustrook	Пъстрок
pustrovo	Пъстрово
putnikovo	Пътниково
pyasuchevo	Пясъчник
pyasuchnik	Пясъчник
pyatigorsk	Пятигорск
vinica	Виница
upchovskoto	Упчовското
rabat	Рабат
rabisha	Рабиша
venkovtsi	Венковци
rabrovo	Раброво
rachevtsi	Рашевци
rachovtsi	Рашовци
racine	Расийн
rada	Рада
tsonevo	Цонево
radanovo	Раданово
radantsi	Раданци
radecki	Радецки
radetski	Радецки
radevo	Радево
radevtsi	Радевци
stomanetsite	Стоманеците
todorovtsi	Тодоровци
radilovo	Радилово
radingrad	Радинград
radinka	Радинка
terzijsko	Терзийско
vulchidol	Вълчидол
radishevo	Радишево
radjuvene	Радювене
radkovtsi	Радковци
radlovtsi	Радловци
radnevo	Раднево
radnevtsi	Радневци
radoevskoto	Радоевското
radoevtsi	Радоевци
vulkovich	Вълкович
radomir	Радомир
radomirtsi	Радомирци
vrabchevtsi	Врабчевци
radotina	Радотина
tsiklovo	Циклово
radovene	Радовене
radovets	Радовец
radovo	Радово
radovtsi	Радовци
radoykovo	Радойково
radoynovo	Радойново
vilare	Виларе
radulovtsi	Радуловци
raduntsi	Радунци
raduy	Радю
raetska	Раешка
raevtsi	Раевци
raiding	Райдинг
winchester	Уинчестър
rajovo	Райово
rakevo	Ракево
rakhovtsi	Раховци
rakilovtsi	Ракиловци
rakita	Ракита
rakitna	Ракитина
rakitnica	Ракитница
rakitnitsa	Ракитница
rakitovo	Ракитово
raklinovo	Раклиново
raklitsa	Раклица
rakovica	Раковица
tluchnitsite	Тлъчниците
rakovo	Раково
zhelud	Желъд
rakovskovo	Раковсково
rakowez	Гроздьово
ralchovska	Ралховска
ralevo	Ралево
ralevtsi	Ралевци
somalia	Сомалия
ralinovtsi	Ралиновци
ralitsa	Ралица
vodenci	Воденци
rangoon	Янгон
ranintsi	Ранинци
ranitsa	Раница
velchevska	Велчевска
rashevtsi	Рашевци
rashkovo	Рашково
rashovite	Рашовите
rashovitsa	Рашовица
zurnevo	Зурнево
trunkovo	Трънково
rastnik	Растник
ravadinovo	Равадиново
ravda	Равда
ravello	Равело
raven	Равен
ravenna	Равена
vuglevtsi	Въглевци
ravnec	Равнец
ravnets	Равнец
ravnil	Равнил
tirano	Тирано
tishevitsa	Тишевица
stoykovo	Стойково
stanyantsi	Станянци
ravnogor	Равногор
srednogorie	Средногорие
ravnovo	Равново
rayanovtsi	Раяновци
rayantsi	Раянци
raykovo	Райково
raykovska	Райковска
srnevec	Сърневец
raylovo	Райлово
raynezh	Райнеж
visokite	Високите
raynovo	Райново
raynovtsi	Райновци
raynushkovtsi	Райнушковци
rayovo	Райово
rayuvtsi	Раювци
spoluka	Сполука
razbojna	Разбойна
razboyna	Разбойна
zelenika	Зеленика
razdel	Раздел
razdelna	Разделна
razdeltsi	Разделци
razdolata	Раздолата
razdol	Раздол
razgrad	Разград
razhdavica	Раждавица
razhdavitsa	Ръждавица
razhishte	Ръжище
razliv	Разлив
razlog	Разлог
razpopovtsi	Разпоповци
razsokha	Разсоха
razvalatsi	Резвалаци
razvigorovo	Развигорово
reading	Рединг
rebrevtsi	Ребревци
rebro	Ребро
rebrovo	Реброво
reburkovo	Ребърково
vodnyanka	Воднянка
rechani	Речани
uvurolan	Увуролан
vranjak	Враняк
zlatar	Златар
redeshkovtsi	Редешковци
redina	Редина
redova	Редова
vienna	Виена
vinogradi	Виногради
rekichka	Рекичка
rel'ovo	Рельово
treskavec	Трескавец
reno	Рино
repljana	Репляна
tsaratsovo	Царацово
yalta	Ялта
reselets	Реселец
zvunichevo	Звъничево
resilovo	Ресилово
resistencia	Ресистенсия
vruv	Връв
reyanovtsi	Реяновци
reykjavik	Рейкявик
rezach	Резач
zgalevo	Згалево
wroclaw	Вроцлав
rezhantsi	Режанци
rezhintsi	Режинци
rezovo	Резово
ribarica	Рибарица
ribaritsa	Рибарица
ribartsi	Рибарци
riben	Рибен
ribino	Рибино
sondrio	Сондрио
ribnik	Рибник
ribnitsa	Рибница
ribnovo	Рибново
todyuvtsi	Тодювци
ridino	Ридино
ridovo	Ридово
riga	Рига
rijeka	Риека
rila	Рила
rilci	Рилци
riltsi	Рилци
rish	Риш
risimanovo	Рисиманово
risnov	Ръшнов
ritya	Ритя
riverside	Ривърсайд
riyadh	Рияд
rjakhovcite	Ряховците
rjakhovo	Ряхово
robino	Робино
robovo	Робово
rochester	Рочестър
rodina	Родина
valeto	Валето
rodopsko	Родопско
rogachevo	Рогачево
rogach	Рогач
roglets	Роглец
rogosh	Рогош
rogozari	Рогозари
rogozche	Рогозче
strazhevtsi	Стражевци
rogozina	Рогозина
rogozinovo	Рогозиново
rogulyat	Рогулят
rojak	Рояк
rokhleva	Рохлева
villeblevin	Вилблевен
romania	Румъния
roman	Роман
ropolska	Рополска
volovartsi	Воловарци
rosario	Росарио
veslets	Веслец
rosenovo	Росеново
rosica	Росица
rosina	Розина
rositsa	Росица
rosno	Росно
rosoman	Розоман
rostock	Росток
rostov-na-donu	Ростов на Дон
rotterdam	Ротердам
urbino	Урбино
roussalka	Камен бряг
zlatevtsi	Златевци
royak	Рояк
roza	Роза
rozhden	Рожден
rozhen	Рожен
rozino	Розино
rozovec	Розовец
vasil'ovo	Васильово
rozovo	Розово
zavidovtsi	Завидовци
ruchey	Ръчей
ruda	Руда
rudarci	Рударци
rudartsi	Рударци
swinoujscie	Свиоуйсцие
rudney	Рудней
venec	Венец
tyulenovo	Тюленово
rudozem	Рудозем
ufa	Уфа
ruen	Руен
ruets	Руец
ruevtsi	Руевци
rujno	Руйно
rukhovtsi	Руховци
rumanya	Румъния
rumeliya	Румелия
rumjancevo	Румянцево
rumyantsevo	Румянцево
runya	Руня
rupcha	Рупча
rupci	Рупци
rupite	Рупите
rupkite	Рупките
zimzelen	Зимзелен
rusalina	Русалина
rusalja	Русаля
zadar	Задар
rusalya	Русаля
yakima	Якима
rusevtsi	Русевци
rusinovtsi	Русиновци
ruskovtsi	Русковци
rusokastro	Русокастро
rusovo	Ръсово
rustan	Рустан
rust'avi	Рустави
rut	Рът
rutlina	Рътлина
ruychovtsi	Руйчовци
ruyno	Руйно
ruzhana	Ръжана
ruzhavets	Ръжавец
ruzhdak	Ръждак
ruzhena	Ръжена
ruzhenovo	Ръженово
trustenik	Тръстеник
ruzhica	Ружица
versailles	Версай
ruzhitsa	Ружица
ryakhovo	Ряхово
ryakhovtsite	Ряховците
ryaskovtsi	Рясковци
vaduz	Вадуц
saarbrucken	Саарбрюкен
saarland	Саарланд
sacramento	Сакраменто
stubel	Стубел
ugledno	Угледно
sadovets	Садовец
sadovik	Садовик
sadovitsa	Садовица
sadovo	Садово
sadukovtsi	Садъковци
saint-barthelemy	Сен Бартелеми
vojvodovo	Войводово
starcevo	Старцево
saint-martin	Сен Мартен
vodach	Водач
salash	Салаш
strjama	Стряма
salem	Салем
salerno	Салерно
salisbury	Солсбъри
salmanovo	Салманово
salta	Салта
salzburg	Залцбург
samara	Самара
samarqand	Самарканд
samodiva	Самодива
stamovo	Стамово
zmeevo	Змеево
samoranovo	Самораново
samotino	Самовитино
willemstad	Вилемстад
ukhlovitsa	Ухловица
samsiite	Самците
samuil	Самуил
zhrebino	Жребино
sanadinovo	Санадиново
sandanski	Сандански
zheludovo	Желъдово
zimnishte	Зимнище
zagrazhden	Загражден
yabulkovets	Ябълковец
saraevo	Сараево
vermont	Върмънт
saraja	Сарая
sarajevo	Сараево
sarande	Саранда
saranite	Сараните
saransko	Саранско
sarantsi	Саранци
saraya	Сарая
sarnac	Сърнак
sarovtsi	Саровци
sashevo	Сашево
satovcha	Сатовча
sausalito	Саусалито
sava	Сава
savchovtsi	Савчовци
savin	Савин
savino	Савино
savonlinna	Савонлина
savoyski	Савойски
sazhdenik	Сажденик
sazhdevo	Саждево
szekszard	Сексард
sborishhe	Сборище
sborishte	Сборище
zlitrap	Злитрап
scala	Скала
scarborough	Скарбъро
schengen	Шенген
schruns	Шрунс
schwerin	Шверин
sciacca	Шака
seattle	Сиатъл
syarovtsi	Сяровци
yankovo	Янково
sedelets	Седелец
sedlarevo	Седларево
stefan-karadzhovo	Стефан-Караджово
sedlartsi	Седларци
sedlovina	Седловина
sedyankovtsi	Седянковци
sejdol	Сейдол
topchiysko	Топчийско
sekirovo	Секирово
vel'ovo	Вельово
selanovci	Селановци
selanovtsi	Селановци
selcha	Селча
selci	Селци
seliminovo	Селиминово
selishhe	Селище
selishte	Селище
yantra	Янтра
seltse	Селце
seltsi	Селци
veselina	Веселина
selyank	Селянк
vidritsa	Видрица
semchinovo	Семчиново
zhrebevo	Жребево
tselina	Целина
semertsi	Семерци
vitsyebsk	Витебск
sennik	Сенник
senoklas	Сеноклас
senokos	Сенокос
senovo	Сеново
sentse	Сенце
seoul	Сеул
septemvrijci	Септемврийци
septemvri	Септември
septemvriytsi	Септемврийци
serbia	Сърбия
sergyuvets	Сергювец
serres	Сяр
seslav	Сеслав
seslavtsi	Сеславци
sestrimo	Сестримо
sestrino	Сестрино
yalovitsa	Яловица
sevar	Севар
sreditsa	Средица
sevdalina	Севдалина
severci	Северци
tsalapitsa	Цалапица
zidartsi	Зидарци
stokite	Стоките
sevilla	Севиля
sevketiye	Хаджи Паун
sevlievo	Севлиево
seyachi	Сейчани
seydol	Сейдол
seykovtsi	Сейковци
seymenite	Сеймените
shabla	Шабла
toulouse	Тулуза
shanovo	Шаново
sharanite	Шараните
sharbanska	Шарбанска
sharennos	Шареннос
sharenska	Шаренска
sharjah	Шаржа
srednja	Средня
sharotintsi	Шаротинци
shashintsi	Шашинци
stoynovskoto	Стойновското
zvezdelina	Звезделина
vukovo	Вълково
sheffield	Шефилд
shejnovo	Шейново
shekhtova	Шехтова
shemshevo	Шемшево
shenini	Шенини
tserovitsa	Церовица
sheremetovo	Шереметово
vaklova	Ваклова
sheynovo	Шейново
shhruklevo	Щръклево
shhurkovo	Щърково
shijakovo	Шияково
shijiazhuang	Шидзяджуан
shiliveri	Шиливери
shilkovtsi	Шилковци
velchovtsi	Велчовци
shipka	Шипка
shipkovitsa	Шипковица
shipkovo	Шипково
zdravchets	Здравчец
shipochano	Шипочано
shipok	Шипок
voysil	Войсил
shirokovo	Широково
yovchovtsi	Йовчовци
shishkovci	Шишковци
shishkovitsa	Шишковица
shishkovtsi	Шишковци
tsutsumanite	Цуцуманите
shishmanovo	Шишманово
shishmantsi	Шишманци
shivachevo	Шивачево
shivarovo	Шиварово
shiyakovo	Шияково
shiyakovtsi	Шияковци
shkoder	Шкодра
shkorpilovci	Шкорпиловци
shkorpilovtsi	Шкорпиловци
shodekovtsi	Шодековци
shondrovi	Шондрови
shopci	Шопци
shopite	Шопите
yovkovo	Йовково
vodica	Водица
shterna	Щерна
shtip	Щип
shtipsko	Щипско
shtit	Щит
zvunets	Звънец
volujak	Волуяк
shturkovo	Щърково
shubetsi	Шубеци
shuglevtsi	Шуглевци
shumaka	Шумака
shuma	Шума
shumanska	Шуманска
velkovci	Велковци
shumeli	Шумели
trigrad	Триград
shumenci	Шуменци
shumen	Шумен
vishegrad	Вишерград
shumnatica	Шумнатица
shumnatitsa	Шумнатица
shushnya	Шушня
siauliai	Шяуляй
sibiu	Сибиу
sidhironeron	Осеница
tbilisi	Тбилиси
siegen	Зиген
siena	Сиена
sighisoara	Сигишоара
sigmen	Сигмен
yoglav	Йоглав
silen	Силен
silistra	Силистра
simeonovec	Симеоновец
simeonovets	Симеоновец
simeonovgrad	Симеоновград
simeonovo	Симеоново
svobodinovo	Свободиново
simitli	Симитли
sinagovci	Синаговци
visino	Висино
sinapovo	Синапово
sinchec	Синчец
sinchets	Синчец
sindelci	Синделци
sindel	Синдел
sindeltsi	Синделци
tokorozawa	Токоросава
sinemorets	Синеморец
yasenovets	Ясеновец
sinitovo	Синитово
surnegor	Сърнегор
sipej	Сипей
sipets	Сипец
sipey	Сипей
sirakovo	Сираково
siratsite	Сираците
sirishhnik	Сирищник
zaburdo	Забърдо
sirmanite	Сирманите
zarnik	Зарник
sivino	Сивино
sivogushka	Сивогушка
skalak	Скалак
tsurnel	Църнел
skalica	Скалица
skalina	Скалина
skalishhe	Скалище
voynovo	Войново
skalitsa	Скалица
skaloti	Либан
skalsko	Скалско
skandaloto	Скандалото
sklave	Склаве
skobelevo	Скобелево
skomlya	Скомля
skopje	Скопие
skorets	Скорец
skortsite	Скорците
vlasatili	Власатили
skrebatno	Скребатно
skributna	Скрибътна
skrino	Скрино
skrinyano	Скриняно
skrut	Скрът
skurbino	Скърбино
skurvenskoto	Скървенското
skutare	Скутаре
stancha	Станча
trakija	Тракия
slakovci	Слаковци
veshtitsa	Вещица
slamino	Сламино
slanotrun	Сланотрън
slashhen	Слащен
slashten	Слащен
slatina	Слатина
slatino	Слатино
topolnitsa	Тополница
slaveevo	Славеево
vulchanovo	Вълчаново
slavejkovo	Славейково
veselin	Веселин
slavjanci	Славянци
slavjani	Славяни
slavjanovo	Славяново
zamukhovo	Замухово
slavotin	Славотин
targoviste	Търговище
slavovitsa	Славовица
slavovtsi	Славовци
slavshtitsa	Славщица
slavyani	Славяни
slavyanin	Слвянин
slavyanovo	Славяново
zabernovo	Заберново
sligo	Слайгоу
slishovtsi	Слишовци
slivak	Сливак
slivarka	Сливарка
slivarovo	Сливарово
slivarska	Сливарска
slivata	Сливата
slivek	Сливек
sliven	Сливен
sliventsi	Сливенци
slivito	Сливито
taipei	Тайпей
vishnevo	Вишево
visoka	Висока
slivnitsa	Сливница
vranino	Вранино
tivoli	Тиволи
slivovnik	Сливовник
slivovo	Сливово
slokoshhica	Слокощица
slokoshtitsa	Слокошица
slomer	Сломер
slunchevo	Слънчево
slunchogled	Слънчоглед
slunchovets	Слънчовец
smilec	Смилец
troitsa	Троица
smiljan	Смилян
smilovtsi	Смиловци
smilyan	Смилян
smin	Смин
smirnenski	Смирненски
smirnentsi	Смирненци
smochan	Смочан
smochevo	Смочево
smolcha	Смолча
smolensk	Смоленск
vedrina	Ведрина
yasnets	Яснец
smolichano	Смоличано
vladaja	Владая
svirtsi	Свирци
vojnegovci	Войнеговци
smolnitsa	Смолница
smolsko	Смолско
smolyan	Смолян
stanovets	Становец
smurdan	Смърдан
voynegovtsi	Войнеговци
strumeshnitsa	Струмешница
snezha	Снежа
strupets	Струпец
snezhinka	Снежинка
svoboditsa	Свободица
snop	Сноп
snyagovo	Снягово
sotirovo	Сотирово
soedertaelje	Сьодертале
sofia	София
starovo	Старово
sofronievo	софрониево
sokhumi	Сухуми
sokolarci	Соколарци
sokolare	Соколаре
sokolartsi	Соколарци
sokolec	Соколец
sokolentsi	Соколенци
sokolets	Соколец
sokolica	Соколица
sokolino	Соколино
sokolite	Соколите
temska	Темска
sokoljane	Соколяне
zdravkovets	Здравковец
